Time	Pitch
0.549	--undefined--
0.550	--undefined--
0.551	--undefined--
0.552	--undefined--
0.553	--undefined--
0.554	--undefined--
0.555	--undefined--
0.556	--undefined--
0.557	--undefined--
0.558	--undefined--
0.559	--undefined--
0.560	--undefined--
0.561	--undefined--
0.562	--undefined--
0.563	--undefined--
0.564	--undefined--
0.565	--undefined--
0.566	--undefined--
0.567	--undefined--
0.568	--undefined--
0.569	--undefined--
0.570	--undefined--
0.571	--undefined--
0.572	--undefined--
0.573	--undefined--
0.574	--undefined--
0.575	--undefined--
0.576	--undefined--
0.577	--undefined--
0.578	--undefined--
0.579	--undefined--
0.580	--undefined--
0.581	--undefined--
0.582	--undefined--
0.583	--undefined--
0.584	--undefined--
0.585	--undefined--
0.586	--undefined--
0.587	--undefined--
0.588	--undefined--
0.589	--undefined--
0.590	--undefined--
0.591	--undefined--
0.592	--undefined--
0.593	--undefined--
0.594	--undefined--
0.595	--undefined--
0.596	--undefined--
0.597	--undefined--
0.598	--undefined--
0.599	--undefined--
0.600	--undefined--
0.601	--undefined--
0.602	--undefined--
0.603	--undefined--
0.604	--undefined--
0.605	--undefined--
0.606	--undefined--
0.607	--undefined--
0.608	--undefined--
0.609	--undefined--
0.610	--undefined--
0.611	--undefined--
0.612	--undefined--
0.613	--undefined--
0.614	--undefined--
0.615	--undefined--
0.616	--undefined--
0.617	--undefined--
0.618	--undefined--
0.619	--undefined--
0.620	--undefined--
0.621	--undefined--
0.622	--undefined--
0.623	--undefined--
0.624	--undefined--
0.625	--undefined--
0.626	--undefined--
0.627	--undefined--
0.628	--undefined--
0.629	--undefined--
0.630	--undefined--
0.631	--undefined--
0.632	--undefined--
0.633	--undefined--
0.634	--undefined--
0.635	--undefined--
0.636	--undefined--
0.637	--undefined--
0.638	--undefined--
0.639	--undefined--
0.640	--undefined--
0.641	--undefined--
0.642	--undefined--
0.643	--undefined--
0.644	--undefined--
0.645	--undefined--
0.646	--undefined--
0.647	--undefined--
0.648	--undefined--
0.649	--undefined--
0.650	--undefined--
0.651	--undefined--
0.652	--undefined--
0.653	--undefined--
0.654	--undefined--
0.655	--undefined--
0.656	--undefined--
0.657	--undefined--
0.658	--undefined--
0.659	--undefined--
0.660	--undefined--
0.661	--undefined--
0.662	--undefined--
0.663	--undefined--
0.664	--undefined--
0.665	--undefined--
0.666	--undefined--
0.667	--undefined--
0.668	--undefined--
0.669	--undefined--
0.670	--undefined--
0.671	--undefined--
0.672	--undefined--
0.673	--undefined--
0.674	--undefined--
0.675	--undefined--
0.676	--undefined--
0.677	--undefined--
0.678	--undefined--
0.679	--undefined--
0.680	--undefined--
0.681	--undefined--
0.682	--undefined--
0.683	--undefined--
0.684	--undefined--
0.685	--undefined--
0.686	--undefined--
0.687	--undefined--
0.688	--undefined--
0.689	--undefined--
0.690	--undefined--
0.691	--undefined--
0.692	--undefined--
0.693	--undefined--
0.694	--undefined--
0.695	--undefined--
0.696	--undefined--
0.697	--undefined--
0.698	--undefined--
0.699	--undefined--
0.700	--undefined--
0.701	--undefined--
0.702	--undefined--
0.703	--undefined--
0.704	--undefined--
0.705	--undefined--
0.706	--undefined--
0.707	--undefined--
0.708	--undefined--
0.709	--undefined--
0.710	--undefined--
0.711	--undefined--
0.712	--undefined--
0.713	--undefined--
0.714	--undefined--
0.715	--undefined--
0.716	--undefined--
0.717	--undefined--
0.718	--undefined--
0.719	--undefined--
0.720	--undefined--
0.721	--undefined--
0.722	--undefined--
0.723	--undefined--
0.724	--undefined--
0.725	--undefined--
0.726	--undefined--
0.727	--undefined--
0.728	--undefined--
0.729	--undefined--
0.730	--undefined--
0.731	--undefined--
0.732	--undefined--
0.733	--undefined--
0.734	--undefined--
0.735	--undefined--
0.736	--undefined--
0.737	--undefined--
0.738	--undefined--
0.739	--undefined--
0.740	--undefined--
0.741	--undefined--
0.742	--undefined--
0.743	--undefined--
0.744	--undefined--
0.745	--undefined--
0.746	--undefined--
0.747	--undefined--
0.748	--undefined--
0.749	--undefined--
0.750	--undefined--
0.751	--undefined--
0.752	--undefined--
0.753	--undefined--
0.754	--undefined--
0.755	--undefined--
0.756	--undefined--
0.757	--undefined--
0.758	--undefined--
0.759	--undefined--
0.760	--undefined--
0.761	--undefined--
0.762	--undefined--
0.763	--undefined--
0.764	--undefined--
0.765	--undefined--
0.766	--undefined--
0.767	--undefined--
0.768	--undefined--
0.769	--undefined--
0.770	--undefined--
0.771	--undefined--
0.772	--undefined--
0.773	--undefined--
0.774	--undefined--
0.775	--undefined--
0.776	--undefined--
0.777	--undefined--
0.778	--undefined--
0.779	--undefined--
0.780	--undefined--
0.781	--undefined--
0.782	--undefined--
0.783	--undefined--
0.784	--undefined--
0.785	--undefined--
0.786	--undefined--
0.787	--undefined--
0.788	--undefined--
0.789	--undefined--
0.790	--undefined--
0.791	--undefined--
0.792	--undefined--
0.793	--undefined--
0.794	--undefined--
0.795	--undefined--
0.796	--undefined--
0.797	--undefined--
0.798	--undefined--
0.799	--undefined--
0.800	--undefined--
0.801	--undefined--
0.802	--undefined--
0.803	--undefined--
0.804	--undefined--
0.805	--undefined--
0.806	--undefined--
0.807	--undefined--
0.808	--undefined--
0.809	--undefined--
0.810	--undefined--
0.811	--undefined--
0.812	--undefined--
0.813	--undefined--
0.814	--undefined--
0.815	--undefined--
0.816	--undefined--
0.817	--undefined--
0.818	--undefined--
0.819	--undefined--
0.820	--undefined--
0.821	--undefined--
0.822	--undefined--
0.823	--undefined--
0.824	--undefined--
0.825	--undefined--
0.826	--undefined--
0.827	--undefined--
0.828	--undefined--
0.829	--undefined--
0.830	--undefined--
0.831	--undefined--
0.832	--undefined--
0.833	--undefined--
0.834	--undefined--
0.835	--undefined--
0.836	--undefined--
0.837	--undefined--
0.838	--undefined--
0.839	--undefined--
0.840	--undefined--
0.841	--undefined--
0.842	--undefined--
0.843	--undefined--
0.844	--undefined--
0.845	--undefined--
0.846	--undefined--
0.847	--undefined--
0.848	--undefined--
0.849	--undefined--
0.850	--undefined--
0.851	--undefined--
0.852	--undefined--
0.853	--undefined--
0.854	--undefined--
0.855	--undefined--
0.856	--undefined--
0.857	--undefined--
0.858	--undefined--
0.859	--undefined--
0.860	--undefined--
0.861	--undefined--
0.862	--undefined--
0.863	--undefined--
0.864	--undefined--
0.865	--undefined--
0.866	--undefined--
0.867	--undefined--
0.868	--undefined--
0.869	--undefined--
0.870	--undefined--
0.871	--undefined--
0.872	--undefined--
0.873	--undefined--
0.874	--undefined--
0.875	--undefined--
0.876	--undefined--
0.877	--undefined--
0.878	--undefined--
0.879	--undefined--
0.880	--undefined--
0.881	--undefined--
0.882	--undefined--
0.883	--undefined--
0.884	--undefined--
0.885	--undefined--
0.886	--undefined--
0.887	--undefined--
0.888	--undefined--
0.889	--undefined--
0.890	--undefined--
0.891	--undefined--
0.892	--undefined--
0.893	--undefined--
0.894	--undefined--
0.895	--undefined--
0.896	--undefined--
0.897	--undefined--
0.898	--undefined--
0.899	--undefined--
0.900	--undefined--
0.901	--undefined--
0.902	--undefined--
0.903	--undefined--
0.904	--undefined--
0.905	--undefined--
0.906	--undefined--
0.907	--undefined--
0.908	--undefined--
0.909	--undefined--
0.910	--undefined--
0.911	--undefined--
0.912	--undefined--
0.913	--undefined--
0.914	--undefined--
0.915	--undefined--
0.916	--undefined--
0.917	--undefined--
0.918	--undefined--
0.919	--undefined--
0.920	--undefined--
0.921	--undefined--
0.922	--undefined--
0.923	--undefined--
0.924	--undefined--
0.925	--undefined--
0.926	--undefined--
0.927	--undefined--
0.928	--undefined--
0.929	--undefined--
0.930	--undefined--
0.931	--undefined--
0.932	--undefined--
0.933	--undefined--
0.934	--undefined--
0.935	--undefined--
0.936	--undefined--
0.937	--undefined--
0.938	--undefined--
0.939	--undefined--
0.940	--undefined--
0.941	--undefined--
0.942	--undefined--
0.943	--undefined--
0.944	--undefined--
0.945	--undefined--
0.946	--undefined--
0.947	--undefined--
0.948	--undefined--
0.949	--undefined--
0.950	--undefined--
0.951	--undefined--
0.952	--undefined--
0.953	--undefined--
0.954	--undefined--
0.955	--undefined--
0.956	--undefined--
0.957	--undefined--
0.958	--undefined--
0.959	--undefined--
0.960	--undefined--
0.961	--undefined--
0.962	--undefined--
0.963	--undefined--
0.964	--undefined--
0.965	--undefined--
0.966	--undefined--
0.967	--undefined--
0.968	--undefined--
0.969	--undefined--
0.970	--undefined--
0.971	--undefined--
0.972	--undefined--
0.973	--undefined--
0.974	--undefined--
0.975	--undefined--
0.976	--undefined--
0.977	--undefined--
0.978	--undefined--
0.979	--undefined--
0.980	--undefined--
0.981	--undefined--
0.982	--undefined--
0.983	--undefined--
0.984	--undefined--
0.985	--undefined--
0.986	--undefined--
0.987	--undefined--
0.988	--undefined--
0.989	--undefined--
0.990	--undefined--
0.991	--undefined--
0.992	--undefined--
0.993	--undefined--
0.994	--undefined--
0.995	--undefined--
0.996	--undefined--
0.997	--undefined--
0.998	--undefined--
0.999	--undefined--
1.000	--undefined--
1.001	--undefined--
1.002	--undefined--
1.003	--undefined--
1.004	--undefined--
1.005	--undefined--
1.006	--undefined--
1.007	--undefined--
1.008	--undefined--
1.009	--undefined--
1.010	--undefined--
1.011	--undefined--
1.012	--undefined--
1.013	--undefined--
1.014	--undefined--
1.015	--undefined--
1.016	--undefined--
1.017	--undefined--
1.018	--undefined--
1.019	--undefined--
1.020	--undefined--
1.021	--undefined--
1.022	--undefined--
1.023	--undefined--
1.024	--undefined--
1.025	--undefined--
1.026	--undefined--
1.027	--undefined--
1.028	--undefined--
1.029	--undefined--
1.030	--undefined--
1.031	--undefined--
1.032	--undefined--
1.033	--undefined--
1.034	--undefined--
1.035	--undefined--
1.036	--undefined--
1.037	--undefined--
1.038	--undefined--
1.039	--undefined--
1.040	--undefined--
1.041	--undefined--
1.042	--undefined--
1.043	--undefined--
1.044	--undefined--
1.045	--undefined--
1.046	--undefined--
1.047	--undefined--
1.048	--undefined--
1.049	--undefined--
1.050	--undefined--
1.051	--undefined--
1.052	--undefined--
1.053	--undefined--
1.054	--undefined--
1.055	--undefined--
1.056	--undefined--
1.057	--undefined--
1.058	--undefined--
1.059	--undefined--
1.060	--undefined--
1.061	--undefined--
1.062	--undefined--
1.063	--undefined--
1.064	--undefined--
1.065	--undefined--
1.066	--undefined--
1.067	--undefined--
1.068	--undefined--
1.069	--undefined--
1.070	--undefined--
1.071	--undefined--
1.072	--undefined--
1.073	--undefined--
1.074	--undefined--
1.075	--undefined--
1.076	--undefined--
1.077	--undefined--
1.078	--undefined--
1.079	--undefined--
1.080	--undefined--
1.081	--undefined--
1.082	--undefined--
1.083	--undefined--
1.084	--undefined--
1.085	--undefined--
1.086	--undefined--
1.087	--undefined--
1.088	--undefined--
1.089	--undefined--
1.090	--undefined--
1.091	--undefined--
1.092	--undefined--
1.093	--undefined--
1.094	--undefined--
1.095	--undefined--
1.096	--undefined--
1.097	--undefined--
1.098	--undefined--
1.099	--undefined--
1.100	--undefined--
1.101	--undefined--
1.102	--undefined--
1.103	--undefined--
1.104	--undefined--
1.105	--undefined--
1.106	--undefined--
1.107	--undefined--
1.108	--undefined--
1.109	--undefined--
1.110	--undefined--
1.111	--undefined--
1.112	--undefined--
1.113	--undefined--
1.114	--undefined--
1.115	--undefined--
1.116	--undefined--
1.117	--undefined--
1.118	--undefined--
1.119	--undefined--
1.120	--undefined--
1.121	--undefined--
1.122	--undefined--
1.123	--undefined--
1.124	--undefined--
1.125	--undefined--
1.126	--undefined--
1.127	--undefined--
1.128	--undefined--
1.129	--undefined--
1.130	--undefined--
1.131	--undefined--
1.132	--undefined--
1.133	--undefined--
1.134	--undefined--
1.135	--undefined--
1.136	--undefined--
1.137	--undefined--
1.138	--undefined--
1.139	--undefined--
1.140	--undefined--
1.141	--undefined--
1.142	--undefined--
1.143	--undefined--
1.144	--undefined--
1.145	--undefined--
1.146	--undefined--
1.147	--undefined--
1.148	--undefined--
1.149	--undefined--
1.150	--undefined--
1.151	--undefined--
1.152	--undefined--
1.153	--undefined--
1.154	--undefined--
1.155	--undefined--
1.156	--undefined--
1.157	--undefined--
1.158	--undefined--
1.159	--undefined--
1.160	--undefined--
1.161	--undefined--
1.162	--undefined--
1.163	--undefined--
1.164	--undefined--
1.165	--undefined--
1.166	--undefined--
1.167	--undefined--
1.168	--undefined--
1.169	--undefined--
1.170	--undefined--
1.171	--undefined--
1.172	--undefined--
1.173	--undefined--
1.174	--undefined--
1.175	--undefined--
1.176	--undefined--
1.177	--undefined--
1.178	--undefined--
1.179	--undefined--
1.180	--undefined--
1.181	--undefined--
1.182	--undefined--
1.183	--undefined--
1.184	--undefined--
1.185	--undefined--
1.186	--undefined--
1.187	--undefined--
1.188	--undefined--
1.189	--undefined--
1.190	--undefined--
1.191	--undefined--
1.192	--undefined--
1.193	--undefined--
1.194	--undefined--
1.195	--undefined--
1.196	--undefined--
1.197	--undefined--
1.198	--undefined--
1.199	--undefined--
1.200	--undefined--
1.201	--undefined--
1.202	--undefined--
1.203	--undefined--
1.204	--undefined--
1.205	--undefined--
1.206	--undefined--
1.207	--undefined--
1.208	--undefined--
1.209	--undefined--
1.210	--undefined--
1.211	--undefined--
1.212	--undefined--
1.213	--undefined--
1.214	--undefined--
1.215	--undefined--
1.216	--undefined--
1.217	--undefined--
1.218	--undefined--
1.219	--undefined--
1.220	--undefined--
1.221	--undefined--
1.222	--undefined--
1.223	--undefined--
1.224	--undefined--
1.225	--undefined--
1.226	--undefined--
1.227	--undefined--
1.228	--undefined--
1.229	--undefined--
1.230	--undefined--
1.231	--undefined--
1.232	--undefined--
1.233	--undefined--
1.234	--undefined--
1.235	--undefined--
1.236	--undefined--
1.237	--undefined--
1.238	--undefined--
1.239	--undefined--
1.240	--undefined--
1.241	--undefined--
1.242	--undefined--
1.243	--undefined--
1.244	--undefined--
1.245	--undefined--
1.246	--undefined--
1.247	--undefined--
1.248	--undefined--
1.249	--undefined--
1.250	--undefined--
1.251	--undefined--
1.252	--undefined--
1.253	--undefined--
1.254	--undefined--
1.255	--undefined--
1.256	--undefined--
1.257	--undefined--
1.258	--undefined--
1.259	--undefined--
1.260	--undefined--
1.261	--undefined--
1.262	--undefined--
1.263	--undefined--
1.264	--undefined--
1.265	--undefined--
1.266	--undefined--
1.267	--undefined--
1.268	--undefined--
1.269	--undefined--
1.270	--undefined--
1.271	--undefined--
1.272	--undefined--
1.273	--undefined--
1.274	--undefined--
1.275	--undefined--
1.276	--undefined--
1.277	--undefined--
1.278	--undefined--
1.279	--undefined--
1.280	--undefined--
1.281	--undefined--
1.282	--undefined--
1.283	--undefined--
1.284	--undefined--
1.285	--undefined--
1.286	--undefined--
1.287	--undefined--
1.288	--undefined--
1.289	--undefined--
1.290	--undefined--
1.291	--undefined--
1.292	--undefined--
1.293	--undefined--
1.294	--undefined--
1.295	--undefined--
1.296	--undefined--
1.297	--undefined--
1.298	--undefined--
1.299	--undefined--
1.300	--undefined--
1.301	--undefined--
1.302	--undefined--
1.303	--undefined--
1.304	--undefined--
1.305	--undefined--
1.306	--undefined--
1.307	--undefined--
1.308	--undefined--
1.309	--undefined--
1.310	--undefined--
1.311	--undefined--
1.312	--undefined--
1.313	--undefined--
1.314	--undefined--
1.315	--undefined--
1.316	--undefined--
1.317	--undefined--
1.318	--undefined--
1.319	--undefined--
1.320	--undefined--
1.321	--undefined--
1.322	--undefined--
1.323	--undefined--
1.324	--undefined--
1.325	--undefined--
1.326	--undefined--
1.327	--undefined--
1.328	--undefined--
1.329	--undefined--
1.330	--undefined--
1.331	--undefined--
1.332	--undefined--
1.333	--undefined--
1.334	--undefined--
1.335	--undefined--
1.336	--undefined--
1.337	--undefined--
1.338	--undefined--
1.339	--undefined--
1.340	--undefined--
1.341	--undefined--
1.342	--undefined--
1.343	--undefined--
1.344	--undefined--
1.345	--undefined--
1.346	--undefined--
1.347	--undefined--
1.348	--undefined--
1.349	--undefined--
1.350	--undefined--
1.351	--undefined--
1.352	--undefined--
1.353	--undefined--
1.354	--undefined--
1.355	--undefined--
1.356	--undefined--
1.357	--undefined--
1.358	--undefined--
1.359	--undefined--
1.360	--undefined--
1.361	--undefined--
1.362	--undefined--
1.363	--undefined--
1.364	--undefined--
1.365	--undefined--
1.366	--undefined--
1.367	--undefined--
1.368	--undefined--
1.369	--undefined--
1.370	--undefined--
1.371	--undefined--
1.372	--undefined--
1.373	--undefined--
1.374	--undefined--
1.375	--undefined--
1.376	--undefined--
1.377	--undefined--
1.378	--undefined--
1.379	--undefined--
1.380	--undefined--
1.381	--undefined--
1.382	--undefined--
1.383	--undefined--
1.384	--undefined--
1.385	--undefined--
1.386	--undefined--
1.387	--undefined--
1.388	--undefined--
1.389	--undefined--
1.390	--undefined--
1.391	--undefined--
1.392	--undefined--
1.393	--undefined--
1.394	--undefined--
1.395	--undefined--
1.396	--undefined--
1.397	--undefined--
1.398	--undefined--
1.399	--undefined--
1.400	--undefined--
1.401	--undefined--
1.402	--undefined--
1.403	--undefined--
1.404	--undefined--
1.405	--undefined--
1.406	--undefined--
1.407	--undefined--
1.408	--undefined--
1.409	--undefined--
1.410	--undefined--
1.411	--undefined--
1.412	--undefined--
1.413	--undefined--
1.414	--undefined--
1.415	--undefined--
1.416	--undefined--
1.417	--undefined--
1.418	--undefined--
1.419	--undefined--
1.420	--undefined--
1.421	--undefined--
1.422	--undefined--
1.423	--undefined--
1.424	--undefined--
1.425	--undefined--
1.426	--undefined--
1.427	--undefined--
1.428	--undefined--
1.429	--undefined--
1.430	--undefined--
1.431	--undefined--
1.432	--undefined--
1.433	--undefined--
1.434	--undefined--
1.435	--undefined--
1.436	--undefined--
1.437	--undefined--
